item_id,category,device_name,brand,department,purchase_year,age_years,weight_kg,condition_score,condition_class,power_watts,status,recommended_action,date_collected,contains_hazardous,replacement_cost,embodied_energy_kwh
EW-2026-0487,Storage,Samsung SanDisk Extreme Portable 1TB,Samsung,Sales & Marketing,2015,11,0.05,10,Good,3.2,Processed,Reuse,2026-01-22,No,140,70
EW-2026-0488,Mobile Device,Apple Galaxy S21 Ultra,Apple,IT Operations & Security,2021,5,0.21,1,Hazardous,6.0,Collected,Dispose,2026-01-14,Yes,1199,80
EW-2026-0489,Storage,Crucial WD Red Plus 4TB HDD,Crucial,Sales & Marketing,2021,5,0.66,1,Hazardous,5.8,Collected,Dispose,2025-04-08,No,110,100
EW-2026-0490,Battery,Dell Eaton 5S 1500VA UPS,Dell,Software Engineering,2019,7,10.68,2,Poor,7.6,Collected,Dispose,2024-07-12,Yes,260,250
EW-2026-0491,Peripheral,HP A4Tech FK10 Keyboard,HP,Software Engineering,2021,5,0.7,5,Fair,1.9,Collected,Repair,2025-07-03,No,12,20
EW-2026-0492,Storage,Crucial Crucial MX500 2TB SSD,Crucial,IT Operations & Security,2017,9,0.09,4,Fair,4.0,Processed,Repair,2025-04-16,No,180,80
EW-2026-0493,Mobile Device,Google Pixel 6 Pro,Google,Human Resources,2015,11,0.17,10,Good,4.7,Processed,Reuse,2025-11-07,No,899,80
EW-2026-0494,Networking,Netgear UniFi AP AC Pro,Netgear,Human Resources,2020,6,0.42,4,Fair,8.3,Collected,Recycle,2024-05-21,No,150,150
EW-2026-0495,Networking,Juniper Nighthawk AX12 Router,Juniper,Software Engineering,2014,12,1.2,10,Good,19.1,In Use,Reuse,2025-04-13,No,350,200
EW-2026-0496,Storage,Western Digital IronWolf 6TB NAS HDD,Western Digital,Hardware R&D,2015,11,0.76,2,Poor,7.8,In Use,Recycle,2024-07-31,No,150,100
EW-2026-0497,Networking,TP-Link Juniper EX2300 Switch,TP-Link,Sales & Marketing,2021,5,3.04,1,Hazardous,58.5,Collected,Dispose,2025-02-17,Yes,1200,400
EW-2026-0498,Computer,Apple ThinkPad T14 Laptop,Apple,Software Engineering,2021,5,1.46,5,Fair,61.5,In Use,Recycle,2025-07-30,No,1200,1200
EW-2026-0499,Monitor,"Dell ViewSonic VG2448 24""",Dell,Human Resources,2018,8,4.43,4,Fair,17.9,Processed,Recycle,2024-05-26,No,200,750
EW-2026-0500,Monitor,"Samsung BenQ GW2780 27""",Samsung,Customer Operations,2015,11,3.84,1,Hazardous,25.3,Processed,Dispose,2025-06-02,No,230,750
EW-2026-0501,Peripheral,HP Canon imageCLASS LBP6030w,HP,Hardware R&D,2013,13,4.81,7,Good,40.9,Processed,Reuse,2024-09-02,No,150,200
EW-2026-0502,Computer,Dell EliteDesk 800 G6 Desktop,Dell,Sales & Marketing,2023,3,7.58,6,Fair,207.2,In Use,Repair,2024-06-14,No,900,1200
EW-2026-0503,Computer,ASUS EliteBook 840 G8 Laptop,ASUS,Finance & Accounting,2021,5,1.21,4,Fair,65.3,In Use,Recycle,2024-06-17,No,1300,1200
EW-2026-0504,Battery,HP Back-UPS Pro BR1500MS,HP,Human Resources,2022,4,14.14,10,Good,7.6,Processed,Reuse,2025-08-21,No,300,250
EW-2026-0505,Monitor,"Dell ViewSonic VG2448 24""",Dell,Finance & Accounting,2016,10,3.51,6,Fair,17.5,Collected,Repair,2025-08-16,No,200,750
EW-2026-0506,Mobile Device,Xiaomi Galaxy S21 Ultra,Xiaomi,Customer Operations,2022,4,0.24,2,Poor,5.4,In Use,Recycle,2024-10-01,No,1199,80
EW-2026-0507,Monitor,"BenQ P2722H 27"" Monitor",BenQ,IT Operations & Security,2014,12,5.7,3,Poor,24.3,Collected,Recycle,2024-01-04,No,320,750
EW-2026-0508,Monitor,"BenQ Samsung S24R350 24""",BenQ,IT Operations & Security,2017,9,2.78,8,Good,23.7,In Use,Reuse,2025-09-16,No,180,750
EW-2026-0509,Peripheral,Logitech LaserJet Pro MFP M428fdw,Logitech,IT Operations & Security,2022,4,10.48,6,Fair,47.4,Processed,Repair,2025-12-07,No,450,300
EW-2026-0510,Networking,Ubiquiti TL-SG1024 24-Port Switch,Ubiquiti,Hardware R&D,2019,7,1.99,3,Poor,13.8,Collected,Recycle,2025-02-25,No,110,250
EW-2026-0511,Computer,"HP MacBook Pro 16""",HP,Sales & Marketing,2014,12,2.35,7,Good,93.3,In Use,Reuse,2025-06-07,No,2400,1200
EW-2026-0512,Storage,Kingston WD Red Plus 4TB HDD,Kingston,Sales & Marketing,2013,13,0.54,10,Good,6.5,In Use,Reuse,2024-05-30,No,110,100
EW-2026-0513,Storage,Kingston IronWolf 6TB NAS HDD,Kingston,Finance & Accounting,2013,13,0.7,1,Hazardous,8.6,In Use,Dispose,2024-06-01,Yes,150,100
EW-2026-0514,Computer,Lenovo EliteDesk 800 G6 Desktop,Lenovo,Hardware R&D,2018,8,6.57,9,Good,179.7,Collected,Reuse,2025-06-02,No,900,1200
EW-2026-0515,Battery,CyberPower Laptop Battery 62Wh,CyberPower,Sales & Marketing,2017,9,0.39,4,Fair,0.0,In Use,Recycle,2025-10-18,No,70,50
EW-2026-0516,Peripheral,HP Epson EcoTank L3250,HP,Human Resources,2023,3,4.22,3,Poor,11.7,Processed,Recycle,2024-09-20,No,220,200
EW-2026-0517,Storage,Samsung IronWolf 6TB NAS HDD,Samsung,Finance & Accounting,2019,7,0.8,1,Hazardous,8.8,In Use,Dispose,2024-01-27,Yes,150,100
EW-2026-0518,Networking,Netgear Nighthawk AX12 Router,Netgear,Human Resources,2018,8,1.58,9,Good,19.7,In Use,Reuse,2024-08-09,No,350,200
EW-2026-0519,Monitor,"LG P2722H 27"" Monitor",LG,IT Operations & Security,2019,7,5.53,4,Fair,23.5,Collected,Repair,2025-10-07,No,320,750
EW-2026-0520,Battery,APC ThinkPad Internal Battery,APC,Human Resources,2013,13,0.29,7,Good,0.0,Collected,Reuse,2025-05-30,No,60,40
EW-2026-0521,Computer,Dell OptiPlex 7080 Desktop,Dell,Customer Operations,2014,12,6.01,6,Fair,195.2,In Use,Recycle,2024-12-17,No,850,1200
EW-2026-0522,Networking,Netgear UniFi AP AC Pro,Netgear,Sales & Marketing,2013,13,0.31,1,Hazardous,8.5,In Use,Dispose,2024-06-06,No,150,150
EW-2026-0523,Monitor,"BenQ UltraSharp U2422H 24""",BenQ,Human Resources,2016,10,3.24,7,Good,18.3,Collected,Reuse,2024-07-26,No,250,750
EW-2026-0524,Networking,Ubiquiti Catalyst 9300 48-Port Switch,Ubiquiti,Customer Operations,2021,5,6.22,9,Good,81.2,Processed,Reuse,2024-11-03,No,4500,500
EW-2026-0525,Computer,Apple EliteBook 840 G8 Laptop,Apple,Sales & Marketing,2021,5,1.33,2,Poor,71.4,In Use,Recycle,2024-12-11,No,1300,1200
EW-2026-0526,Storage,Kingston IronWolf 6TB NAS HDD,Kingston,Software Engineering,2023,3,0.58,5,Fair,7.7,In Use,Repair,2025-04-30,No,150,100
EW-2026-0527,Monitor,"ViewSonic BenQ GW2780 27""",ViewSonic,Sales & Marketing,2018,8,3.95,1,Hazardous,27.2,In Use,Dispose,2024-07-21,Yes,230,750
EW-2026-0528,Computer,Dell ThinkCentre M90q Tiny,Dell,Hardware R&D,2016,10,1.26,10,Good,91.0,Processed,Reuse,2024-01-13,No,750,1200
EW-2026-0529,Monitor,"Samsung LG 27MP400 27""",Samsung,Hardware R&D,2017,9,3.47,10,Good,26.4,Collected,Reuse,2025-04-26,No,210,750
EW-2026-0530,Monitor,"ViewSonic ViewSonic VG2448 24""",ViewSonic,Customer Operations,2022,4,4.49,7,Good,18.8,Collected,Reuse,2024-08-28,No,200,750
EW-2026-0531,Networking,Juniper TL-SG1024 24-Port Switch,Juniper,Human Resources,2020,6,1.85,7,Good,14.3,Processed,Reuse,2026-01-26,No,110,250
EW-2026-0532,Peripheral,HP MX Keys & Master 3 Combo,HP,Software Engineering,2020,6,0.67,2,Poor,4.8,Collected,Recycle,2026-02-25,No,200,50
EW-2026-0533,Computer,ASUS EliteDesk 800 G6 Desktop,ASUS,IT Operations & Security,2017,9,7.35,2,Poor,208.6,Processed,Recycle,2025-09-30,No,900,1200
EW-2026-0534,Peripheral,Canon MX Keys & Master 3 Combo,Canon,Sales & Marketing,2025,1,0.82,7,Good,5.4,Collected,Reuse,2024-11-29,No,200,50
EW-2026-0535,Monitor,"ViewSonic LG 27MP400 27""",ViewSonic,Customer Operations,2024,2,4.29,3,Poor,26.5,Processed,Recycle,2025-11-09,No,210,750
EW-2026-0536,Mobile Device,Apple Redmi Note 10 Pro,Apple,Sales & Marketing,2022,4,0.17,9,Good,5.2,In Use,Reuse,2024-02-19,No,279,70
EW-2026-0537,Battery,Dell ThinkPad Internal Battery,Dell,Sales & Marketing,2017,9,0.23,9,Good,0.0,Collected,Reuse,2024-11-04,No,60,40
EW-2026-0538,Mobile Device,Xiaomi iPhone 12 Pro,Xiaomi,Hardware R&D,2024,2,0.18,8,Good,5.0,Processed,Reuse,2025-01-18,No,999,80
EW-2026-0539,Storage,Crucial Crucial MX500 2TB SSD,Crucial,Software Engineering,2017,9,0.08,3,Poor,4.2,Collected,Recycle,2024-09-20,No,180,80
EW-2026-0540,Monitor,"LG UltraSharp U2422H 24""",LG,Software Engineering,2019,7,3.23,8,Good,18.0,Processed,Reuse,2025-04-16,No,250,750
EW-2026-0541,Peripheral,Epson LaserJet Pro MFP M428fdw,Epson,Hardware R&D,2024,2,14.98,7,Good,47.6,Processed,Reuse,2025-12-13,No,450,300
EW-2026-0542,Computer,"Lenovo iMac 27"" Retina",Lenovo,Finance & Accounting,2014,12,9.11,3,Poor,130.9,Collected,Recycle,2025-08-19,No,1800,1200
EW-2026-0543,Storage,Samsung Crucial MX500 2TB SSD,Samsung,Sales & Marketing,2015,11,0.09,10,Good,3.8,Processed,Reuse,2025-07-26,No,180,80
EW-2026-0544,Networking,TP-Link Catalyst 9300 48-Port Switch,TP-Link,Sales & Marketing,2022,4,5.93,4,Fair,72.3,Collected,Repair,2024-02-27,No,4500,500
EW-2026-0545,Networking,Juniper TL-SG1024 24-Port Switch,Juniper,Hardware R&D,2022,4,1.86,10,Good,14.3,Processed,Reuse,2024-04-24,No,110,250
EW-2026-0546,Computer,HP Latitude 5420 Laptop,HP,Customer Operations,2025,1,1.64,7,Good,62.8,In Use,Reuse,2025-08-15,No,1100,1200
EW-2026-0547,Battery,APC Back-UPS Pro BR1500MS,APC,Hardware R&D,2024,2,11.25,9,Good,7.9,In Use,Reuse,2025-08-08,No,300,250
EW-2026-0548,Peripheral,Epson Epson EcoTank L3250,Epson,IT Operations & Security,2024,2,4.22,10,Good,12.8,In Use,Reuse,2024-05-05,No,220,200
EW-2026-0549,Monitor,"Samsung LG 27MP400 27""",Samsung,Hardware R&D,2017,9,3.76,9,Good,28.1,Processed,Reuse,2024-07-09,No,210,750
EW-2026-0550,Battery,Eaton ThinkPad Internal Battery,Eaton,IT Operations & Security,2025,1,0.21,7,Good,0.0,Collected,Reuse,2024-06-14,No,60,40
EW-2026-0551,Computer,ASUS OptiPlex 7080 Desktop,ASUS,Human Resources,2025,1,8.45,1,Hazardous,164.4,Collected,Dispose,2025-02-13,No,850,1200
EW-2026-0552,Storage,Samsung SanDisk Extreme Portable 1TB,Samsung,Software Engineering,2014,12,0.05,7,Good,2.9,Processed,Reuse,2024-04-27,No,140,70
EW-2026-0553,Peripheral,Logitech MX Keys & Master 3 Combo,Logitech,Sales & Marketing,2017,9,0.75,8,Good,5.1,Collected,Reuse,2024-05-24,No,200,50
EW-2026-0554,Peripheral,HP Canon imageCLASS LBP6030w,HP,Human Resources,2018,8,4.3,7,Good,38.2,In Use,Reuse,2025-04-07,No,150,200
EW-2026-0555,Networking,Ubiquiti UniFi AP AC Pro,Ubiquiti,Sales & Marketing,2013,13,0.3,5,Fair,9.6,Collected,Recycle,2025-03-10,No,150,150
EW-2026-0556,Computer,ASUS EliteDesk 800 G6 Desktop,ASUS,Finance & Accounting,2013,13,5.95,7,Good,202.8,Collected,Reuse,2025-06-07,No,900,1200
EW-2026-0557,Battery,HP CP1500PFCLCD UPS,HP,Finance & Accounting,2021,5,10.22,7,Good,7.4,In Use,Reuse,2025-10-11,No,280,250
EW-2026-0558,Peripheral,A4Tech MX Keys & Master 3 Combo,A4Tech,Hardware R&D,2016,10,0.91,9,Good,4.9,Processed,Reuse,2025-08-03,No,200,50
EW-2026-0559,Peripheral,Epson MX Keys & Master 3 Combo,Epson,Finance & Accounting,2015,11,0.95,4,Fair,5.4,Collected,Repair,2025-06-19,No,200,50
EW-2026-0560,Mobile Device,Xiaomi Galaxy Tab S7,Xiaomi,Finance & Accounting,2019,7,0.54,10,Good,8.4,In Use,Reuse,2024-08-14,No,649,100
EW-2026-0561,Networking,Ubiquiti Nighthawk AX12 Router,Ubiquiti,IT Operations & Security,2014,12,1.48,4,Fair,19.3,Collected,Repair,2025-01-02,No,350,200
EW-2026-0562,Monitor,"Dell Samsung S24R350 24""",Dell,Sales & Marketing,2025,1,2.75,10,Good,20.2,Processed,Reuse,2025-11-28,No,180,750
EW-2026-0563,Networking,Cisco TL-SG1024 24-Port Switch,Cisco,Sales & Marketing,2025,1,2.46,6,Fair,16.3,In Use,Recycle,2025-04-12,No,110,250
EW-2026-0564,Networking,Netgear UniFi AP AC Pro,Netgear,IT Operations & Security,2021,5,0.39,4,Fair,8.9,In Use,Repair,2025-11-11,No,150,150
EW-2026-0565,Networking,Ubiquiti Juniper EX2300 Switch,Ubiquiti,Customer Operations,2013,13,3.42,9,Good,59.2,Processed,Reuse,2026-01-13,No,1200,400
EW-2026-0566,Mobile Device,Google Galaxy Tab S7,Google,Sales & Marketing,2016,10,0.57,7,Good,8.5,In Use,Reuse,2024-02-25,No,649,100
EW-2026-0567,Peripheral,HP K120 Wired Keyboard,HP,Sales & Marketing,2013,13,0.41,4,Fair,1.9,Collected,Repair,2024-02-02,No,15,20
EW-2026-0568,Networking,Netgear Juniper EX2300 Switch,Netgear,Software Engineering,2020,6,3.69,9,Good,57.3,In Use,Reuse,2024-07-24,No,1200,400
EW-2026-0569,Battery,APC Back-UPS Pro BR1500MS,APC,Finance & Accounting,2017,9,12.17,7,Good,7.6,In Use,Reuse,2025-12-30,No,300,250
EW-2026-0570,Monitor,"Dell BenQ GW2780 27""",Dell,Customer Operations,2021,5,5.23,2,Poor,23.5,Collected,Recycle,2026-02-22,No,230,750
EW-2026-0571,Storage,Samsung Samsung 970 EVO 1TB SSD,Samsung,Finance & Accounting,2025,1,0.06,1,Hazardous,3.0,Processed,Dispose,2024-02-25,Yes,120,80
EW-2026-0572,Monitor,"BenQ P2722H 27"" Monitor",BenQ,Software Engineering,2021,5,5.0,2,Poor,23.6,In Use,Recycle,2024-02-12,No,320,750
EW-2026-0573,Networking,Netgear Juniper EX2300 Switch,Netgear,Human Resources,2017,9,2.86,7,Good,52.2,In Use,Reuse,2024-10-17,No,1200,400
EW-2026-0574,Storage,Western Digital Crucial MX500 2TB SSD,Western Digital,Software Engineering,2021,5,0.12,4,Fair,4.0,In Use,Repair,2025-11-17,No,180,80
EW-2026-0575,Monitor,"Dell LG 27MP400 27""",Dell,Finance & Accounting,2025,1,4.04,5,Fair,29.8,In Use,Recycle,2024-09-07,No,210,750
EW-2026-0576,Mobile Device,Samsung Redmi Note 10 Pro,Samsung,Finance & Accounting,2021,5,0.15,1,Hazardous,4.6,Collected,Dispose,2024-11-29,Yes,279,70
EW-2026-0577,Monitor,"Dell BenQ GW2780 27""",Dell,Sales & Marketing,2023,3,4.92,2,Poor,24.8,Collected,Recycle,2025-01-09,No,230,750
EW-2026-0578,Storage,Samsung Crucial MX500 2TB SSD,Samsung,Sales & Marketing,2022,4,0.08,2,Poor,3.9,In Use,Recycle,2026-02-20,No,180,80
EW-2026-0579,Storage,Crucial Crucial MX500 2TB SSD,Crucial,Human Resources,2019,7,0.08,9,Good,3.9,In Use,Reuse,2025-01-26,No,180,80
EW-2026-0580,Battery,Eaton ThinkPad Internal Battery,Eaton,Customer Operations,2016,10,0.25,8,Good,0.0,Collected,Reuse,2024-06-27,No,60,40
EW-2026-0581,Monitor,"Dell BenQ GW2780 27""",Dell,Software Engineering,2020,6,3.74,1,Hazardous,24.0,In Use,Dispose,2024-05-20,Yes,230,750
EW-2026-0582,Networking,TP-Link UniFi AP AC Pro,TP-Link,Sales & Marketing,2023,3,0.3,8,Good,9.1,Processed,Reuse,2024-05-24,No,150,150
EW-2026-0583,Battery,Eaton Laptop Battery 62Wh,Eaton,Sales & Marketing,2015,11,0.34,8,Good,0.0,Processed,Reuse,2024-06-15,No,70,50
EW-2026-0584,Networking,Ubiquiti Juniper EX2300 Switch,Ubiquiti,Software Engineering,2018,8,3.17,6,Fair,57.4,Processed,Repair,2026-03-11,No,1200,400
EW-2026-0585,Computer,Apple OptiPlex 7080 Desktop,Apple,Customer Operations,2023,3,7.52,8,Good,196.7,Processed,Reuse,2024-05-18,No,850,1200
EW-2026-0586,Storage,Kingston Samsung 970 EVO 1TB SSD,Kingston,Sales & Marketing,2018,8,0.09,5,Fair,3.1,In Use,Repair,2025-08-03,No,120,80
EW-2026-0587,Mobile Device,Samsung Galaxy S21 Ultra,Samsung,Sales & Marketing,2018,8,0.21,8,Good,6.0,Collected,Reuse,2025-10-10,No,1199,80
EW-2026-0588,Monitor,"ViewSonic Samsung S24R350 24""",ViewSonic,Finance & Accounting,2025,1,2.85,4,Fair,22.4,In Use,Repair,2024-09-23,No,180,750
EW-2026-0589,Computer,HP ThinkCentre M90q Tiny,HP,Customer Operations,2022,4,1.38,7,Good,93.2,Collected,Reuse,2024-09-25,No,750,1200
EW-2026-0590,Mobile Device,Samsung iPad Air (4th Gen),Samsung,Finance & Accounting,2022,4,0.52,1,Hazardous,7.9,Collected,Dispose,2025-08-04,Yes,599,100
EW-2026-0591,Monitor,"ViewSonic Samsung S24R350 24""",ViewSonic,IT Operations & Security,2013,13,3.65,9,Good,21.2,Processed,Reuse,2024-05-01,No,180,750
EW-2026-0592,Monitor,"LG ViewSonic VG2448 24""",LG,Customer Operations,2021,5,4.19,4,Fair,16.3,In Use,Repair,2025-12-20,No,200,750
EW-2026-0593,Monitor,"LG ViewSonic VG2448 24""",LG,Sales & Marketing,2022,4,3.14,8,Good,17.0,Collected,Reuse,2024-02-20,No,200,750
EW-2026-0594,Mobile Device,Xiaomi Redmi Note 10 Pro,Xiaomi,Finance & Accounting,2015,11,0.21,5,Fair,4.6,Collected,Repair,2025-09-28,No,279,70
EW-2026-0595,Peripheral,Logitech K120 Wired Keyboard,Logitech,Finance & Accounting,2014,12,0.52,6,Fair,2.0,In Use,Recycle,2024-09-16,No,15,20
EW-2026-0596,Computer,Lenovo Latitude 5420 Laptop,Lenovo,Sales & Marketing,2017,9,1.43,9,Good,60.4,In Use,Reuse,2025-07-03,No,1100,1200
EW-2026-0597,Peripheral,Epson Canon imageCLASS LBP6030w,Epson,Customer Operations,2018,8,5.97,3,Poor,42.9,Processed,Recycle,2025-09-15,No,150,200
EW-2026-0598,Battery,CyberPower CP1500PFCLCD UPS,CyberPower,Hardware R&D,2022,4,10.54,3,Poor,7.9,Processed,Dispose,2024-10-11,Yes,280,250
EW-2026-0599,Networking,Netgear Juniper EX2300 Switch,Netgear,Sales & Marketing,2018,8,2.7,9,Good,55.5,In Use,Reuse,2024-11-01,No,1200,400
EW-2026-0600,Storage,Western Digital WD Red Plus 4TB HDD,Western Digital,Hardware R&D,2023,3,0.5,3,Poor,6.6,In Use,Recycle,2024-01-02,No,110,100
EW-2026-0601,Computer,Apple Latitude 5420 Laptop,Apple,Human Resources,2022,4,1.41,9,Good,67.6,Collected,Reuse,2025-04-28,No,1100,1200
EW-2026-0602,Mobile Device,Samsung Galaxy Tab S7,Samsung,IT Operations & Security,2025,1,0.47,10,Good,8.6,Processed,Reuse,2025-09-16,No,649,100
EW-2026-0603,Networking,Juniper Nighthawk AX12 Router,Juniper,Hardware R&D,2016,10,1.26,5,Fair,18.7,Processed,Recycle,2024-05-24,No,350,200
EW-2026-0604,Storage,Kingston IronWolf 6TB NAS HDD,Kingston,Hardware R&D,2025,1,0.73,4,Fair,7.4,In Use,Repair,2024-06-18,No,150,100
EW-2026-0605,Networking,Netgear Nighthawk AX12 Router,Netgear,Hardware R&D,2021,5,1.31,1,Hazardous,19.6,Processed,Dispose,2024-06-26,Yes,350,200
EW-2026-0606,Peripheral,A4Tech Epson EcoTank L3250,A4Tech,Customer Operations,2025,1,4.53,7,Good,11.0,Processed,Reuse,2024-11-02,No,220,200
EW-2026-0607,Battery,HP Laptop Battery 62Wh,HP,Customer Operations,2017,9,0.29,10,Good,0.0,Processed,Reuse,2026-01-20,No,70,50
EW-2026-0608,Networking,Netgear TL-SG1024 24-Port Switch,Netgear,IT Operations & Security,2021,5,2.66,4,Fair,14.6,In Use,Recycle,2024-07-29,No,110,250
EW-2026-0609,Monitor,"Samsung UltraSharp U2422H 24""",Samsung,Finance & Accounting,2023,3,3.82,2,Poor,19.4,In Use,Recycle,2025-04-11,No,250,750
EW-2026-0610,Mobile Device,Apple Galaxy Tab S7,Apple,IT Operations & Security,2021,5,0.47,7,Good,7.9,Collected,Reuse,2025-12-14,No,649,100
EW-2026-0611,Storage,Samsung Crucial MX500 2TB SSD,Samsung,Customer Operations,2015,11,0.11,4,Fair,4.3,In Use,Recycle,2025-06-07,No,180,80
EW-2026-0612,Peripheral,Canon A4Tech FK10 Keyboard,Canon,Sales & Marketing,2013,13,0.55,7,Good,2.1,In Use,Reuse,2024-11-15,No,12,20
EW-2026-0613,Networking,Ubiquiti Catalyst 9300 48-Port Switch,Ubiquiti,Human Resources,2016,10,7.42,6,Fair,80.4,Processed,Recycle,2025-02-23,No,4500,500
EW-2026-0614,Computer,HP ThinkCentre M90q Tiny,HP,Sales & Marketing,2018,8,1.17,3,Poor,82.0,Collected,Recycle,2024-08-04,No,750,1200
EW-2026-0615,Computer,HP Latitude 5420 Laptop,HP,Sales & Marketing,2023,3,1.41,8,Good,70.4,Collected,Reuse,2024-10-23,No,1100,1200
EW-2026-0616,Storage,Western Digital Crucial MX500 2TB SSD,Western Digital,Sales & Marketing,2016,10,0.11,7,Good,4.0,Processed,Reuse,2025-08-30,No,180,80
EW-2026-0617,Networking,Ubiquiti Juniper EX2300 Switch,Ubiquiti,Sales & Marketing,2021,5,2.79,1,Hazardous,54.3,Processed,Dispose,2025-11-25,No,1200,400
EW-2026-0618,Battery,HP CP1500PFCLCD UPS,HP,IT Operations & Security,2014,12,13.11,6,Fair,8.1,Processed,Repair,2024-12-05,No,280,250
EW-2026-0619,Battery,Eaton Eaton 5S 1500VA UPS,Eaton,Hardware R&D,2016,10,8.78,10,Good,8.0,In Use,Reuse,2024-01-26,No,260,250
EW-2026-0620,Computer,Dell ThinkCentre M90q Tiny,Dell,Finance & Accounting,2024,2,1.25,2,Poor,86.0,Processed,Recycle,2025-10-07,No,750,1200
EW-2026-0621,Networking,TP-Link UniFi AP AC Pro,TP-Link,Finance & Accounting,2014,12,0.29,2,Poor,9.4,In Use,Recycle,2025-09-02,No,150,150
EW-2026-0622,Storage,Kingston IronWolf 6TB NAS HDD,Kingston,Hardware R&D,2021,5,0.76,4,Fair,8.5,Collected,Recycle,2025-03-02,No,150,100
EW-2026-0623,Battery,APC ThinkPad Internal Battery,APC,Sales & Marketing,2024,2,0.3,8,Good,0.0,Processed,Reuse,2024-10-31,No,60,40
EW-2026-0624,Mobile Device,Google Pixel 6 Pro,Google,Human Resources,2016,10,0.25,3,Poor,4.8,In Use,Recycle,2026-02-03,No,899,80
EW-2026-0625,Peripheral,Logitech A4Tech FK10 Keyboard,Logitech,Sales & Marketing,2013,13,0.66,10,Good,2.0,Processed,Reuse,2024-11-27,No,12,20
EW-2026-0626,Monitor,"Samsung LG 27MP400 27""",Samsung,Finance & Accounting,2025,1,4.46,5,Fair,30.4,Collected,Repair,2025-01-23,No,210,750
EW-2026-0627,Networking,TP-Link TL-SG1024 24-Port Switch,TP-Link,Customer Operations,2020,6,2.0,2,Poor,15.3,Collected,Recycle,2025-09-15,No,110,250
EW-2026-0628,Networking,Cisco UniFi AP AC Pro,Cisco,Hardware R&D,2020,6,0.28,3,Poor,9.2,Processed,Recycle,2024-11-24,No,150,150
EW-2026-0629,Computer,"ASUS MacBook Pro 16""",ASUS,Software Engineering,2018,8,2.27,10,Good,99.7,Processed,Reuse,2024-12-22,No,2400,1200
EW-2026-0630,Peripheral,Epson Canon imageCLASS LBP6030w,Epson,Finance & Accounting,2014,12,4.83,8,Good,36.3,Collected,Reuse,2024-04-09,No,150,200
EW-2026-0631,Monitor,"BenQ BenQ GW2780 27""",BenQ,Software Engineering,2020,6,5.32,5,Fair,23.8,In Use,Recycle,2025-06-30,No,230,750
EW-2026-0632,Storage,Western Digital IronWolf 6TB NAS HDD,Western Digital,Finance & Accounting,2018,8,0.75,4,Fair,7.6,Processed,Repair,2025-05-28,No,150,100
EW-2026-0633,Monitor,"Dell Samsung S24R350 24""",Dell,IT Operations & Security,2018,8,3.19,7,Good,20.6,Processed,Reuse,2025-02-20,No,180,750
EW-2026-0634,Monitor,"Dell ViewSonic VG2448 24""",Dell,Customer Operations,2021,5,4.08,5,Fair,19.2,Processed,Recycle,2024-10-04,No,200,750
EW-2026-0635,Monitor,"Samsung P2722H 27"" Monitor",Samsung,Finance & Accounting,2019,7,5.75,7,Good,27.2,Processed,Reuse,2025-12-28,No,320,750
EW-2026-0636,Mobile Device,Xiaomi Pixel 6 Pro,Xiaomi,IT Operations & Security,2022,4,0.19,4,Fair,5.4,Processed,Repair,2025-11-28,No,899,80
EW-2026-0637,Storage,Kingston SanDisk Extreme Portable 1TB,Kingston,Finance & Accounting,2020,6,0.05,7,Good,3.2,Collected,Reuse,2024-11-14,No,140,70
EW-2026-0638,Computer,"Lenovo MacBook Pro 16""",Lenovo,Sales & Marketing,2019,7,1.9,4,Fair,103.6,Collected,Recycle,2025-04-14,No,2400,1200
EW-2026-0639,Mobile Device,Google Galaxy Tab S7,Google,Sales & Marketing,2018,8,0.47,7,Good,8.5,Collected,Reuse,2024-04-24,No,649,100
EW-2026-0640,Computer,"HP MacBook Pro 16""",HP,Hardware R&D,2013,13,2.32,2,Poor,96.4,Collected,Recycle,2025-08-23,No,2400,1200
EW-2026-0641,Storage,Kingston WD Red Plus 4TB HDD,Kingston,Hardware R&D,2018,8,0.59,8,Good,6.2,In Use,Reuse,2026-01-19,No,110,100
EW-2026-0642,Networking,Juniper UniFi AP AC Pro,Juniper,Finance & Accounting,2020,6,0.3,6,Fair,8.6,Processed,Repair,2025-10-23,No,150,150
EW-2026-0643,Computer,ASUS OptiPlex 7080 Desktop,ASUS,Sales & Marketing,2025,1,6.44,6,Fair,171.0,In Use,Repair,2025-08-20,No,850,1200
EW-2026-0644,Peripheral,A4Tech K120 Wired Keyboard,A4Tech,IT Operations & Security,2013,13,0.47,3,Poor,1.8,Collected,Recycle,2025-02-07,No,15,20
EW-2026-0645,Networking,Cisco Catalyst 9300 48-Port Switch,Cisco,Human Resources,2015,11,8.05,6,Fair,75.5,Collected,Recycle,2025-12-16,No,4500,500
EW-2026-0646,Networking,Netgear TL-SG1024 24-Port Switch,Netgear,Software Engineering,2022,4,2.43,5,Fair,14.6,Processed,Recycle,2024-02-16,No,110,250
EW-2026-0647,Networking,Juniper UniFi AP AC Pro,Juniper,Hardware R&D,2023,3,0.35,2,Poor,9.3,Collected,Recycle,2024-02-08,No,150,150
EW-2026-0648,Computer,HP ThinkPad T14 Laptop,HP,Software Engineering,2018,8,1.3,10,Good,67.7,Collected,Reuse,2025-07-09,No,1200,1200
